unique_id,score,rating,resolution
west_109_x_2016,46.9553705187586,fair,coast_genus
west_109_x_2017,30.3658682410952,poor,coast_genus
west_110_r_2017,63.2791332126161,good,coast_genus
west_110_x_2016,60,good,coast_genus
west_110_x_2017,31.8455463913897,poor,coast_genus
west_114_r_2016,40.2351479657483,poor,coast_genus
west_ajc_x_2016,69.1290091785943,excellent,coast_genus
west_101_x_2014,5.45438036896627,very_poor,sep_family
west_101_x_2015,15.5630777542079,very_poor,sep_family
west_101_x_2016,5.74575311127449,very_poor,sep_family
west_101_x_2017,6.89717875921375,very_poor,sep_family
west_102_x_2014,12.4105709645575,very_poor,sep_family
west_102_x_2015,39.948227379282,fair,sep_family
west_102_x_2016,10.9286075709511,very_poor,sep_family
west_102_x_2017,23.6699482487658,poor,sep_family
west_103_x_2014,40.2286801069197,fair,sep_family
west_103_x_2015,38.0620240592517,fair,sep_family
west_103_x_2016,30.4887430438641,poor,sep_family
west_103_x_2017,18.823574768505,poor,sep_family
west_104_x_2014,19.3876444323756,poor,sep_family
west_104_x_2015,41.8603057858752,fair,sep_family
west_104_x_2016,31.9362218666204,poor,sep_family
west_104_x_2017,43.9219558974892,fair,sep_family
west_105_x_2014,16.4749343504211,poor,sep_family
west_105_x_2015,34.6881295776184,fair,sep_family
west_105_x_2016,36.7703481091911,fair,sep_family
west_105_x_2017,16.9968316108282,poor,sep_family
west_106_x_2014,3.59299047507293,very_poor,sep_family
west_106_x_2015,0.827451467268268,very_poor,sep_family
west_106_x_2016,0,very_poor,sep_family
west_106_x_2017,0,very_poor,sep_family
west_107_x_2014,11.1108050662664,very_poor,sep_family
west_107_x_2015,11.0914759181768,very_poor,sep_family
west_108_x_2014,0,very_poor,sep_family
west_108_x_2015,10.427118586889,very_poor,sep_family
west_108_x_2016,11.9884096724674,very_poor,sep_family
west_108_x_2017,0.194910267725801,very_poor,sep_family
west_109_x_2014,12.2687190590401,very_poor,sep_family
west_109_x_2015,14.5772579825756,very_poor,sep_family
west_109_x_2016,22.1077197981203,poor,sep_family
west_109_x_2017,4.0577001581588,very_poor,sep_family
west_110_r_2017,0.166276332975008,very_poor,sep_family
west_110_x_2016,25.7891693462149,poor,sep_family
west_110_x_2017,2.06418291703375,very_poor,sep_family
west_114_r_2016,26.2994700893907,poor,sep_family
west_ajc_x_2016,27.8104008852984,poor,sep_family
west_101_x_2014,35.8554733762138,poor,sep_genus
west_101_x_2015,32.575466560351,poor,sep_genus
west_101_x_2016,51.5665338245983,fair,sep_genus
west_101_x_2017,55.5593489936924,fair,sep_genus
west_102_x_2014,53.9060998622557,fair,sep_genus
west_102_x_2015,72.671861036085,good,sep_genus
west_102_x_2016,57.7307477713697,fair,sep_genus
west_102_x_2017,46.6733182642274,fair,sep_genus
west_103_x_2014,75.5845203740741,excellent,sep_genus
west_103_x_2015,71.7236446764377,good,sep_genus
west_103_x_2016,68.931723143493,good,sep_genus
west_103_x_2017,50.4107039189114,fair,sep_genus
west_104_x_2014,80.0919178890703,excellent,sep_genus
west_104_x_2015,88.4105110914507,excellent,sep_genus
west_104_x_2016,86.429903898925,excellent,sep_genus
west_104_x_2017,55.0222289735436,fair,sep_genus
west_105_x_2014,69.43691647119,good,sep_genus
west_105_x_2015,81.0152735570471,excellent,sep_genus
west_105_x_2016,91.8714604538359,excellent,sep_genus
west_105_x_2017,53.1308467388587,fair,sep_genus
west_106_x_2014,50.2713255499741,fair,sep_genus
west_106_x_2015,50.1340312401747,fair,sep_genus
west_106_x_2016,50,fair,sep_genus
west_106_x_2017,50,fair,sep_genus
west_107_x_2014,66.3174060332326,good,sep_genus
west_107_x_2015,60.0063015134786,good,sep_genus
west_108_x_2014,58.6486119759081,fair,sep_genus
west_108_x_2015,66.5599392647208,good,sep_genus
west_108_x_2016,75.3218644404314,excellent,sep_genus
west_108_x_2017,66.3224808853712,good,sep_genus
west_109_x_2014,53.9156459415871,fair,sep_genus
west_109_x_2015,42.9491101998671,poor,sep_genus
west_109_x_2016,49.2161145258429,fair,sep_genus
west_109_x_2017,44.4307068141725,poor,sep_genus
west_110_r_2017,74.856591682599,excellent,sep_genus
west_110_x_2016,81.33100195794,excellent,sep_genus
west_110_x_2017,33.0968200046918,poor,sep_genus
west_114_r_2016,36.9839715618103,poor,sep_genus
west_ajc_x_2016,62.4579366496816,good,sep_genus
